02_Concepts-Model_training.svg;Optimizer;#59;OK
02_Concepts-Model_training.svg;splitter;#47;OK
02_Concepts-Model_training.svg;freeze( groups );#6;OK
02_Concepts-Model_training.svg;ParamScheduler;#6;OK
02_Concepts-Model_training.svg;Pytorch Module;;OK
02_Concepts-Model_training.svg;One batch of examples;;OK
02_Concepts-Model_training.svg;Python tuple of Tensors of batch size;;OK
02_Concepts-Model_training.svg;( TensorText , TensorImage , TensorBBox , TensorCategory );;OK
02_Concepts-Model_training.svg;input;;OK
02_Concepts-Model_training.svg;target;;OK
02_Concepts-Model_training.svg;TensorImage.shape = batch_size x channels x width x height;;OK
02_Concepts-Model_training.svg;Modules parameters;;OK
02_Concepts-Model_training.svg;Pytorch Tensors stored in a tree of Pytorch Modules;;OK
02_Concepts-Model_training.svg;Execute a graph of Pytorch operations;;OK
02_Concepts-Model_training.svg;call;;OK
02_Concepts-Model_training.svg;One batch of activations (Tensor, Tensor);;OK
02_Concepts-Model_training.svg;Python tuple of Tensors;;OK
02_Concepts-Model_training.svg;Pytorch Module + fastai methods;;OK
02_Concepts-Model_training.svg;Decode activations to predictions;;OK
02_Concepts-Model_training.svg;Compute the distance between activations and targets ( loss = prediction error);;OK
02_Concepts-Model_training.svg;Decoded Predictions (boxes, classes);;OK
02_Concepts-Model_training.svg;Python tuple;;OK
02_Concepts-Model_training.svg;call decodes;;OK
02_Concepts-Model_training.svg;Loss;;OK
02_Concepts-Model_training.svg;Pytorch scalar Tensor;;OK
02_Concepts-Model_training.svg;Compute the gradient of the loss with respect to the trainable parameters;;OK
02_Concepts-Model_training.svg;Pytorch autograd;;OK
02_Concepts-Model_training.svg;Gradients;;OK
02_Concepts-Model_training.svg;Pytorch Tensors . grad;;OK
02_Concepts-Model_training.svg;Hyperparams ( lr , wd , moms );;OK
02_Concepts-Model_training.svg;Python numbers;;OK
02_Concepts-Model_training.svg;fastai Optimizer;;OK
02_Concepts-Model_training.svg;Python function;;OK
02_Concepts-Model_training.svg;Trainable parameters groups;;OK
02_Concepts-Model_training.svg;List of lists of Pytorch Tensors;;OK
02_Concepts-Model_training.svg;fastai Callback Improve parameters;;OK
02_Concepts-Model_training.svg;Click elements for details https://www.cognitivefactory.fr;https://www.cognitivefactory.fr;NEW
02_Concepts-Model_training.svg;Concepts – Model training;;NEW
03_Concepts-Learner_lifecycle.svg;Learner;#5;OK
03_Concepts-Learner_lifecycle.svg;cbs : Callbacks;#19;OK
03_Concepts-Learner_lifecycle.svg;dls : DataLoaders;#27;OK
03_Concepts-Learner_lifecycle.svg;model : Pytorch Module;#62;OK
03_Concepts-Learner_lifecycle.svg;loss_func : Pytorch Module;#70;OK
03_Concepts-Learner_lifecycle.svg;opt_func : Optimizer;#59;OK
03_Concepts-Learner_lifecycle.svg;metrics : Metric;#14;OK
03_Concepts-Learner_lifecycle.svg;Download dataset;#43;OK
03_Concepts-Learner_lifecycle.svg;Get list of examples;#46;OK
03_Concepts-Learner_lifecycle.svg;Configure dataloaders;#29;OK
03_Concepts-Learner_lifecycle.svg;Select model;#62;OK
03_Concepts-Learner_lifecycle.svg;Select loss function;#71;OK
03_Concepts-Learner_lifecycle.svg;Select optimizer;#60;OK
03_Concepts-Learner_lifecycle.svg;Choose metrics;#15;OK
03_Concepts-Learner_lifecycle.svg;Configure training loop;#19;OK
03_Concepts-Learner_lifecycle.svg;Create Learner;#18;OK
03_Concepts-Learner_lifecycle.svg;fit();#6;OK
03_Concepts-Learner_lifecycle.svg;fine_tune ();#6;OK
03_Concepts-Learner_lifecycle.svg;validate();#7;OK
03_Concepts-Learner_lifecycle.svg;Debug;#8;OK
03_Concepts-Learner_lifecycle.svg;Visualize;#9;OK
03_Concepts-Learner_lifecycle.svg;Interpret;#13;OK
03_Concepts-Learner_lifecycle.svg;Predict;#7;OK
03_Concepts-Learner_lifecycle.svg;dls.test_dl () => get_preds ();#7;OK
03_Concepts-Learner_lifecycle.svg;predict ();#7;OK
03_Concepts-Learner_lifecycle.svg;Export / Import;#7;OK
03_Concepts-Learner_lifecycle.svg;Develop;;OK
03_Concepts-Learner_lifecycle.svg;Validate;;OK
03_Concepts-Learner_lifecycle.svg;Train;;OK
03_Concepts-Learner_lifecycle.svg;Concepts – Learner lifecycle;;OK
03_Concepts-Learner_lifecycle.svg;Click elements for details https://www.cognitivefactory.fr;https://www.cognitivefactory.fr;NEW
04_Learner-Create_an_instance.svg;collab_learner;https://docs.fast.ai/collab.html#collab_learner;OK
04_Learner-Create_an_instance.svg;load_learner;https://docs.fast.ai/learner.html#load_learner;OK
04_Learner-Create_an_instance.svg;tabular_learner;https://docs.fast.ai/tabular.learner.html#tabular_learner;OK
04_Learner-Create_an_instance.svg;language_model_learner;https://docs.fast.ai/text.learner.html#language_model_learner;OK
04_Learner-Create_an_instance.svg;text_classifier_learner;https://docs.fast.ai/text.learner.html#text_classifier_learner;OK
04_Learner-Create_an_instance.svg;cnn_learner;https://docs.fast.ai/vision.learner.html#cnn_learner;OK
04_Learner-Create_an_instance.svg;unet_learner;https://docs.fast.ai/vision.learner.html#unet_learner;OK
04_Learner-Create_an_instance.svg;GANLearner;https://docs.fast.ai/vision.gan.html#GANLearner;OK
04_Learner-Create_an_instance.svg;Learner;https://docs.fast.ai/learner.html#Learner;OK
04_Learner-Create_an_instance.svg;TabularLearner;https://docs.fast.ai/tabular.learner.html#TabularLearner;OK
04_Learner-Create_an_instance.svg;TextLearner;https://docs.fast.ai/text.learner.html#TextLearner;OK
04_Learner-Create_an_instance.svg;LMLearner;https://docs.fast.ai/text.learner.html#LMLearner;OK
04_Learner-Create_an_instance.svg;GANLearner.wgan;https://docs.fast.ai/vision.gan.html#GANLearner;OK
04_Learner-Create_an_instance.svg;Learner Learner – Factory methods to create an instance;;OK
04_Learner-Create_an_instance.svg;image;;OK
04_Learner-Create_an_instance.svg;text;;OK
04_Learner-Create_an_instance.svg;tabular;;OK
04_Learner-Create_an_instance.svg;export;;OK
04_Learner-Create_an_instance.svg;Return type;;OK
04_Learner-Create_an_instance.svg;Click elements for details https://www.cognitivefactory.fr;https://www.cognitivefactory.fr;NEW
05_Learner-Init_Attributes.svg;cbs;#19;OK
05_Learner-Init_Attributes.svg;metrics;#15;OK
05_Learner-Init_Attributes.svg;model;#62;OK
05_Learner-Init_Attributes.svg;training;https://docs.fast.ai/learner.html#Learner;OK
05_Learner-Init_Attributes.svg;logger;https://docs.fast.ai/learner.html#Learner;OK
05_Learner-Init_Attributes.svg;n_epoch;https://docs.fast.ai/learner.html#Learner;OK
05_Learner-Init_Attributes.svg;dls;#29;OK
05_Learner-Init_Attributes.svg;create_mbar;https://docs.fast.ai/learner.html#Learner;OK
05_Learner-Init_Attributes.svg;loss_func;#71;OK
05_Learner-Init_Attributes.svg;splitter;#47;OK
05_Learner-Init_Attributes.svg;lr;#60;OK
05_Learner-Init_Attributes.svg;wd;#60;OK
05_Learner-Init_Attributes.svg;wd_bn_bias;https://docs.fast.ai/learner.html#Learner;OK
05_Learner-Init_Attributes.svg;train_bn;https://docs.fast.ai/learner.html#Learner;OK
05_Learner-Init_Attributes.svg;moms;https://docs.fast.ai/callback.schedule.html#Learner.fit_one_cycle;OK
05_Learner-Init_Attributes.svg;opt_func;#60;OK
05_Learner-Init_Attributes.svg;after_create;https://docs.fast.ai/callback.core.html#Callback;OK
05_Learner-Init_Attributes.svg;path;#45;OK
05_Learner-Init_Attributes.svg;model_dir;#45;OK
05_Learner-Init_Attributes.svg;defaults. callbacks = [ TrainEvalCallback , Recorder , ProgressCallback ];https://docs.fast.ai/callback.progress.html#ProgressCallback;OK
05_Learner-Init_Attributes.svg;recorder;https://docs.fast.ai/learner.html#Recorder;OK
05_Learner-Init_Attributes.svg;N x @cb.name;;OK
05_Learner-Init_Attributes.svg;model & params;;OK
05_Learner-Init_Attributes.svg;training loop;;OK
05_Learner-Init_Attributes.svg;observability;;OK
05_Learner-Init_Attributes.svg;input load & encode;;OK
05_Learner-Init_Attributes.svg;output loss & decode;;OK
05_Learner-Init_Attributes.svg;extensibility;;OK
05_Learner-Init_Attributes.svg;optimizer;;OK
05_Learner-Init_Attributes.svg;save;;OK
05_Learner-Init_Attributes.svg;Path(@path) or @dls.path or Path(.);;OK
05_Learner-Init_Attributes.svg;@loss_func or @dls.train_ds.loss_func;;OK
05_Learner-Init_Attributes.svg;@dls;;OK
05_Learner-Init_Attributes.svg;@model;;OK
05_Learner-Init_Attributes.svg;add_cbs (L(@cbs) + L( defaults.callbacks ));;OK
05_Learner-Init_Attributes.svg;True;;OK
05_Learner-Init_Attributes.svg;False;;OK
05_Learner-Init_Attributes.svg;print;;OK
05_Learner-Init_Attributes.svg;@opt_func or Adam;;OK
05_Learner-Init_Attributes.svg;@lr or defaults.lr;;OK
05_Learner-Init_Attributes.svg;defaults. lr = 1e - 3;;OK
05_Learner-Init_Attributes.svg;@wd or None;;OK
05_Learner-Init_Attributes.svg;@splitter or trainable_params;;OK
05_Learner-Init_Attributes.svg;@metrics or None;;OK
05_Learner-Init_Attributes.svg;@model_dir or ‘ models ’;;OK
05_Learner-Init_Attributes.svg;@wd_bn_bias or False;;OK
05_Learner-Init_Attributes.svg;@train_bn or True;;OK
05_Learner-Init_Attributes.svg;@moms or ( 0.95 , 0.85 , 0.95 );;OK
05_Learner-Init_Attributes.svg;1;;OK
05_Learner-Init_Attributes.svg;Recorder() Default value (@ = __init__ param) Default value (@ = __init__ param);;OK
05_Learner-Init_Attributes.svg;Click elements for details https://www.cognitivefactory.fr;https://www.cognitivefactory.fr;NEW
05_Learner-Init_Attributes.svg;Learner – Init & Attributes;;NEW
06_Learner-Training_methods.svg;learn.freeze();https://docs.fast.ai/learner.html#Learner.freeze;OK
06_Learner-Training_methods.svg;learn.freeze_to ( n );https://docs.fast.ai/learner.html#Learner.freeze_to;OK
06_Learner-Training_methods.svg;learn.lr_find ( start_lr =1e - 07, end_lr =10, num_it =100, stop_div =True, show_plot =True, suggestions=True );https://docs.fast.ai/callback.schedule.html#Learner.lr_find;OK
06_Learner-Training_methods.svg;learn.fit ( n_epoch , lr=None, wd =None, cbs =None, reset_opt =False );https://docs.fast.ai/learner.html#Learner.fit;OK
06_Learner-Training_methods.svg;fit_one_cycle ( n_epoch , lr_max =None, div=25., div_final =1e5, pct_start =0.25, wd =None, moms =None, cbs =None, reset_opt =False);https://docs.fast.ai/callback.schedule.html#Learner.fit_one_cycle;OK
06_Learner-Training_methods.svg;fit_flat_cos ( n_epoch , lr=None, div_final =1e5, pct_start =0.75, wd =None, cbs =None, reset_opt =False);https://docs.fast.ai/callback.schedule.html#Learner.fit_flat_cos;OK
06_Learner-Training_methods.svg;fit_sgdr ( n_cycles , cycle_len , lr_max =None, cycle_mult =2, cbs =None, reset_opt =False, wd =None);https://docs.fast.ai/callback.schedule.html#Learner.fit_sgdr;OK
06_Learner-Training_methods.svg;learn.unfreeze ();https://docs.fast.ai/learner.html#Learner.unfreeze;OK
06_Learner-Training_methods.svg;learn.fine_tune();https://docs.fast.ai/callback.schedule.html#Learner.fine_tune;OK
06_Learner-Training_methods.svg;learn.save ( file, with_opt =True, pickle_protocol =2 );https://docs.fast.ai/learner.html#Learner.save;OK
06_Learner-Training_methods.svg;learn.load( file, device=None, with_opt =True, strict=True );https://docs.fast.ai/learner.html#Learner.load;OK
06_Learner-Training_methods.svg;SaveModel Callback;https://docs.fast.ai/callback.tracker.html#SaveModelCallback;OK
06_Learner-Training_methods.svg;Don’t train parameters – up to last parameter group ( - 1);;OK
06_Learner-Training_methods.svg;Don’t train parameters – up to parameter group n ( excluded );;OK
06_Learner-Training_methods.svg;Launch a mock training to find a good learning rate (saves on disk and restores the initial Learner state);;OK
06_Learner-Training_methods.svg;Train and validate `self.model ` for ` n_epoch `, using ` cbs `. Optionally ` reset_opt `.;;OK
06_Learner-Training_methods.svg;Fit ` self.model ` for ` n_epoch ` at flat ` lr ` before a cosine annealing.;;OK
06_Learner-Training_methods.svg;Fit ` self.model ` for ` n_epoch ` using the 1cycle policy.;;OK
06_Learner-Training_methods.svg;Fit ` self.model ` for ` n_cycles ` of ` cycle_len ` using SGDR.;;OK
06_Learner-Training_methods.svg;Train all parameters groups;;OK
06_Learner-Training_methods.svg;Save model and optimizer state (if `with_opt`) to ` self.path / self.model_dir /file`;;OK
06_Learner-Training_methods.svg;Load model and optimizer state (if `with_opt`) from ` self.path / self.model_dir /file` using `device`;;OK
06_Learner-Training_methods.svg;Used when you need to interrupt and restart training;;OK
06_Learner-Training_methods.svg;Click elements for details https://www.cognitivefactory.fr;https://www.cognitivefactory.fr;NEW
06_Learner-Training_methods.svg;Learner – Training methods;;NEW
07_Learner-Inference_methods.svg;load_learner ( fname , cpu =True, pickle_module =pickle );https://docs.fast.ai/learner.html#load_learner;OK
07_Learner-Inference_methods.svg;validate( ds_idx=1, dl=None, cbs=None );https://docs.fast.ai/learner.html#Learner.validate;OK
07_Learner-Inference_methods.svg;predict ( item, rm_type_tfms =None, with_input =False );https://docs.fast.ai/learner.html#Learner.predict;OK
07_Learner-Inference_methods.svg;get_preds ( ds_idx =1, dl=None, with_input =False, with_decoded =False, with_loss =False, act =None, inner=False, reorder = True , cbs =None, save_preds =None, save_targs =None, concat_dim =0 );https://docs.fast.ai/learner.html#Learner.get_preds;OK
07_Learner-Inference_methods.svg;show_results( ds_idx =1, dl=None, max_n =9, shuffle = True , ** kwargs );https://docs.fast.ai/learner.html#Learner.show_results;OK
07_Learner-Inference_methods.svg;tta ( ds_idx =1, dl=None, n=4, item_tfms =None, batch_tfms =None, beta=0.25, use_max =False );https://docs.fast.ai/learner.html#Learner.tta;OK
07_Learner-Inference_methods.svg;summary();https://docs.fast.ai/callback.hook.html#Learner.summary;OK
07_Learner-Inference_methods.svg;learn.export ( fname =' export.pkl ', pickle_module =pickle, pickle_protocol =2 );https://docs.fast.ai/learner.html#Learner.export;OK
07_Learner-Inference_methods.svg;DataLoaders .test_dl ( test_ items );https://docs.fast.ai/data.core.html#DataLoaders.test_dl;OK
07_Learner-Inference_methods.svg;Load a `Learner` object from ` fname `, optionally on the ` cpu `;;OK
07_Learner-Inference_methods.svg;Validate on `dl` with potential new ` cbs`;;OK
07_Learner-Inference_methods.svg;Get the predictions and targets on the ` ds_idx ` dataset or `dl`, optionally ` with_input ` and ` with_loss `;;OK
07_Learner-Inference_methods.svg;Prediction on `item`, fully decoded, loss function decoded and probabilities;;OK
07_Learner-Inference_methods.svg;Return predictions on the ` ds_idx ` dataset or `dl` using Test Time Augmentation;;OK
07_Learner-Inference_methods.svg;Show some predictions on ` ds_idx ` dataset or `dl`;;OK
07_Learner-Inference_methods.svg;Print a summary of the model, optimizer and loss function.;;OK
07_Learner-Inference_methods.svg;Export the content of `self` to ` self.path / fname ` without the items and the optimizer state for inference;;OK
07_Learner-Inference_methods.svg;validate;;OK
07_Learner-Inference_methods.svg;predict;;OK
07_Learner-Inference_methods.svg;import;;OK
07_Learner-Inference_methods.svg;Create a test dataloader from ` test_items` using validation transforms of `dls `;;OK
07_Learner-Inference_methods.svg;Click elements for details https://www.cognitivefactory.fr;https://www.cognitivefactory.fr;NEW
07_Learner-Inference_methods.svg;Learner – Inference methods;;NEW
08_Diagnostics-How_to_debug.svg;show_install ( show_nvidia_smi =False );https://docs.fast.ai/test_utils.html#show_install;OK
08_Diagnostics-How_to_debug.svg;learner.summary ();https://docs.fast.ai/callback.hook.html#Learner.summary;OK
08_Diagnostics-How_to_debug.svg;datablock.summary( source, bs =4 , show_batch =False );https://docs.fast.ai/data.block.html#DataBlock.summary;OK
08_Diagnostics-How_to_debug.svg;learner.show_training_loop ();https://docs.fast.ai/learner.html#Learner.show_training_loop;OK
08_Diagnostics-How_to_debug.svg;dataloader.show_batch ( b =None , max_n =9 , ctxs =None , show =True , unique =False );https://docs.fast.ai/data.core.html#TfmdDL.show_batch;OK
08_Diagnostics-How_to_debug.svg;learner. show_results ( ds_idx =1 , dl =None , max_n =9 , shuffle = True );https://docs.fast.ai/learner.html#Learner.show_results;OK
08_Diagnostics-How_to_debug.svg;Print user’s hardware, software, and environment setup information;;OK
08_Diagnostics-How_to_debug.svg;Prints a summary of the model (model type, input shape, for each layer : layer type, output shape, params count, trainable status, and total number of params), type of the optimizer and loss function;;OK
08_Diagnostics-How_to_debug.svg;Steps through the transform pipeline for one batch, and optionally calls ` show_batch (** kwargs )` on the transient `Dataloaders `;;OK
08_Diagnostics-How_to_debug.svg;Show the callbacks called at each step in the training loop;;OK
08_Diagnostics-How_to_debug.svg;Show `b` (defaults to ` one_batch `), a list of lists of pipeline outputs;;OK
08_Diagnostics-How_to_debug.svg;Show some predictions on `ds_ idx ` - th dataset or `dl`;;OK
08_Diagnostics-How_to_debug.svg;Click elements for details https://www.cognitivefactory.fr;https://www.cognitivefactory.fr;NEW
08_Diagnostics-How_to_debug.svg;Diagnostics – How to debug;;NEW
09_Show-Inputs_targets_predictions.svg;show_batch ( x, y, samples , ctxs =None , max_n =9 , ** kwargs );https://docs.fast.ai/data.core.html;OK
09_Show-Inputs_targets_predictions.svg;show_results( x, y, samples , outs , ctxs =None , max_n =9 , ** kwargs );https://docs.fast.ai/data.core.html;OK
09_Show-Inputs_targets_predictions.svg;TfmDL.show_batch ( b =None , max_n =9 , ctxs =None , show =True , unique =False );https://docs.fast.ai/data.core.html#TfmdDL.show_batch;OK
09_Show-Inputs_targets_predictions.svg;TfmDL.show_results ( b, out, max_n =9 , ctxs =None , show =True );https://github.com/fastai/fastai/blob/a099769a8ffed48127ab7ba6422d133edc21dc71/fastai/data/core.py#L105;OK
09_Show-Inputs_targets_predictions.svg;TfmdLists | Datasets .show( o, ** kwargs );https://docs.fast.ai/data.core.html#Datasets.show;OK
09_Show-Inputs_targets_predictions.svg;Internal implementation, x,y are used only for typedispatch;;OK
09_Show-Inputs_targets_predictions.svg;Show the decoded samples of one batch;;OK
09_Show-Inputs_targets_predictions.svg;Show the decoded samples and predictions;;OK
09_Show-Inputs_targets_predictions.svg;Pipeline decode, then call show on each element;;OK
09_Show-Inputs_targets_predictions.svg;x: TensorImage , y;;OK
09_Show-Inputs_targets_predictions.svg;x: TensorImage , y: TensorCategory;;OK
09_Show-Inputs_targets_predictions.svg;x: TensorImage , y:( TensorMask , TensorPoint , TensorBBox );;OK
09_Show-Inputs_targets_predictions.svg;x: TensorImage , y: TensorImage;;OK
09_Show-Inputs_targets_predictions.svg;x: InvisibleTensor , y: TensorImage;;OK
09_Show-Inputs_targets_predictions.svg;x: TensorText , y;;OK
09_Show-Inputs_targets_predictions.svg;x: LMTensorText , y;;OK
09_Show-Inputs_targets_predictions.svg;x: Tabular , y: Tabular;;OK
09_Show-Inputs_targets_predictions.svg;x: Tabular , y;;OK
09_Show-Inputs_targets_predictions.svg;Click elements for details https://www.cognitivefactory.fr;https://www.cognitivefactory.fr;NEW
09_Show-Inputs_targets_predictions.svg;Show – Inputs, targets and predictions;;NEW
10_Show-Images.svg;show_image ( im, ax =None , figsize =None , title =None , ctx =None );https://docs.fast.ai/torch_core.html#show_image;OK
10_Show-Images.svg;show_titled_image ( o, ** kwargs );https://docs.fast.ai/torch_core.html#show_titled_image;OK
10_Show-Images.svg;show_images ( ims , nrows =1 , ncols =None , titles =None );https://docs.fast.ai/torch_core.html#show_images;OK
10_Show-Images.svg;ArrayImage | ArrayImageBW | ArrayMask .show( ctx =None, ** kwargs );https://docs.fast.ai/torch_core.html#ArrayImage;OK
10_Show-Images.svg;TensorImage | TensorImageBW | TensorMask .show( ctx =None, ** kwargs );https://docs.fast.ai/torch_core.html#TensorImage;OK
10_Show-Images.svg;show_image_batch( b, show = show_titled_image , items =9 , cols =3 , figsize =None );https://docs.fast.ai/torch_core.html#show_image_batch;OK
10_Show-Images.svg;PILImage | PILImageBW | PILMask .show( ctx =None, ** kwargs );https://docs.fast.ai/vision.core.html#PILImage;OK
10_Show-Images.svg;InvisibleTensor.show ();https://docs.fast.ai/vision.gan.html#InvisibleTensor;OK
10_Show-Images.svg;Show a PIL or PyTorch image on `ax`;;OK
10_Show-Images.svg;Call ` show_image ` destructuring `o` to `( img,title)`;;OK
10_Show-Images.svg;Show all images ` ims` as subplots with `rows` using `titles`;;OK
10_Show-Images.svg;Classes based on numpy for arrays representing images;;OK
10_Show-Images.svg;Classes based on Pytorch for tensors representing images;;OK
10_Show-Images.svg;Display batch `b` in a grid of size `items` with `cols` width;;OK
10_Show-Images.svg;Classes based on PIL for images objects;;OK
10_Show-Images.svg;No display (used in GANs);;OK
10_Show-Images.svg;Click elements for details https://www.cognitivefactory.fr;https://www.cognitivefactory.fr;NEW
10_Show-Images.svg;Show – Images;;NEW
11_Show-Text_points_boxes_tables.svg;show_title ( o, ax =None , ctx =None , label =None , color ='black' );https://docs.fast.ai/torch_core.html#show_title;OK
11_Show-Text_points_boxes_tables.svg;TitledInt | TitledFloat | TitledStr | TitledTuple | TitledTensorScalar | Category | MultiCategory .show( ctx =None, ** kwargs );https://docs.fast.ai/torch_core.html#TitledInt;OK
11_Show-Text_points_boxes_tables.svg;display_df( df );https://docs.fast.ai/torch_core.html#display_df;OK
11_Show-Text_points_boxes_tables.svg;TensorPoint .show( ctx =None, s =10 , marker ='.' , c ='r' );https://docs.fast.ai/vision.core.html#TensorPoint;OK
11_Show-Text_points_boxes_tables.svg;TensorBBox .show( ctx =None, color ='white' , text =None , text_size =14 );https://docs.fast.ai/vision.core.html#TensorBBox;OK
11_Show-Text_points_boxes_tables.svg;LabeledBBox .show( ctx =None, color ='white' , text =None , text_size =14 );https://docs.fast.ai/vision.core.html#LabeledBBox;OK
11_Show-Text_points_boxes_tables.svg;TabularPandas.show ( max_n =10 , ** kwargs );https://docs.fast.ai/tabular.core.html#TabularPandas;OK
11_Show-Text_points_boxes_tables.svg;Set title of `ax` to `o`, or print `o` if `ax` is `None`;;OK
11_Show-Text_points_boxes_tables.svg;Display `df` in a notebook or defaults to print;;OK
11_Show-Text_points_boxes_tables.svg;Adds a simple show() method which displays the number;;OK
11_Show-Text_points_boxes_tables.svg;Displays points on an image;;OK
11_Show-Text_points_boxes_tables.svg;Displays bounding boxes on an image;;OK
11_Show-Text_points_boxes_tables.svg;Displays bounding boxes with labels on an image;;OK
11_Show-Text_points_boxes_tables.svg;Click elements for details https://www.cognitivefactory.fr;https://www.cognitivefactory.fr;NEW
11_Show-Text_points_boxes_tables.svg;Show – Text, points, boxes, tables;;NEW
12_Plot-Training_loop.svg;learner.recorder.plot_sched(( keys=None, figsize =None );https://docs.fast.ai/callback.schedule.html#Recorder.plot_sched;OK
12_Plot-Training_loop.svg;learner.activation_stats.plot_layer_stats( idx );https://docs.fast.ai/callback.hook.html#ActivationStats;OK
12_Plot-Training_loop.svg;learner = Learner (…, cbs = ActivationStats ( with_hist = True ));https://docs.fast.ai/callback.hook.html#ActivationStats;OK
12_Plot-Training_loop.svg;learner. fit_one_cycle () or learner.fit ( n_epoch , cbs = ParamScheduler ( scheds ) +L( cbs ), ...);https://docs.fast.ai/callback.schedule.html#Learner.fit_one_cycle;OK
12_Plot-Training_loop.svg;learner.recorder . plot_loss ( skip_start =5 , with_valid =True );https://docs.fast.ai/learner.html#Recorder.plot_loss;OK
12_Plot-Training_loop.svg;ShowGraphCallback ();https://docs.fast.ai/callback.progress.html#ShowGraphCallback;OK
12_Plot-Training_loop.svg;WandbCallback (…);https://docs.fast.ai/callback.wandb.html;OK
12_Plot-Training_loop.svg;TensorBoardCallback (…);https://docs.fast.ai/callback.tensorboard.html;OK
12_Plot-Training_loop.svg;Plot hyperparameters scheduled by ParamScheduler c allback;;OK
12_Plot-Training_loop.svg;Plot the mean and std of activations at layer x, which were recorded by the ActivationStats c allback;;OK
12_Plot-Training_loop.svg;Plot the losses after each epoch from ` skip_start ` epoch and onward;;OK
12_Plot-Training_loop.svg;Add this callback to display a graph of training and validation loss;;OK
12_Plot-Training_loop.svg;Saves model topology, losses & metrics for https://wandb.ai/;;OK
12_Plot-Training_loop.svg;Saves model topology, losses & metrics for tensorboard & projector then then;;OK
12_Plot-Training_loop.svg;Click elements for details https://www.cognitivefactory.fr;https://www.cognitivefactory.fr;NEW
12_Plot-Training_loop.svg;Plot - Training loop;;NEW
13_Model_evaluation-Interpretation.svg;Interpretation.from_learner ( learn, ds_idx =1 , dl =None , act =None );https://github.com/fastai/fastai/blob/a099769a8ffed48127ab7ba6422d133edc21dc71/fastai/interpret.py#L26;OK
13_Model_evaluation-Interpretation.svg;top_losses ( k =None , largest =True );https://github.com/fastai/fastai/blob/a099769a8ffed48127ab7ba6422d133edc21dc71/fastai/interpret.py#L31;OK
13_Model_evaluation-Interpretation.svg;plot_top_losses ( k, largest =True );https://github.com/fastai/fastai/blob/a099769a8ffed48127ab7ba6422d133edc21dc71/fastai/interpret.py#L35;OK
13_Model_evaluation-Interpretation.svg;confusion_matrix ();https://github.com/fastai/fastai/blob/a099769a8ffed48127ab7ba6422d133edc21dc71/fastai/interpret.py#L59;OK
13_Model_evaluation-Interpretation.svg;plot_confusion_matrix ( normalize=False, title='Confusion matrix', cmap =Blues, norm_dec =2, plot_txt =True );https://github.com/fastai/fastai/blob/a099769a8ffed48127ab7ba6422d133edc21dc71/fastai/interpret.py#L66;OK
13_Model_evaluation-Interpretation.svg;most_confused ( min_val =1 );https://github.com/fastai/fastai/blob/a099769a8ffed48127ab7ba6422d133edc21dc71/fastai/interpret.py#L93;OK
